hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y_Mcr_u_eq
300;900;3.77;675;24.16;450;12.79;1;9000;1.859984592
150;600;24;150;24;600;24;0.75;13200;1.048457216
133;400;3.43;100;6.53;400;23.16;-1;12800;7.05245783
500;500;2.81;250;20;250;6.18;0.5;12000;2.028960281
400;114;1.48;300;14.05;300;12.95;0.5;8000;1.495502397
1000;1000;4.19;500;30.79;250;4.34;0;20000;6.612192657
600;300;6.97;450;16.11;450;11.13;0.5;20400;1.566786832
300;100;3.48;225;12.2;300;15.16;-0.5;10200;2.23835418
100;300;2.04;300;8.53;300;19.58;-0.75;6600;2.380766252
500;333;5.81;500;17.89;375;24.47;1;13000;1.155890235
600;300;2.23;450;22.74;450;24.39;0.75;13200;1.157227868
600;150;2.23;150;5.37;450;29.37;-1;6000;1.316525439
800;800;9.29;600;48;800;9.29;0;22400;2.221911653
1000;500;6.79;500;16.05;500;34.47;-1;12000;2.59351484
500;125;3.4;250;15.39;250;15.39;-0.75;5000;3.097868705
400;114;1.67;400;14.32;100;5.42;-0.25;13600;10.58210115
400;267;2.72;400;15.79;300;19.58;0.25;5600;1.964061214
240;600;4.08;600;45.79;150;9.24;-0.75;14400;5.434263953
900;257;10.45;450;26.05;900;72;-1;28800;3.123456498
114;400;4.65;300;15.16;300;10.74;0;9600;1.922479852
500;143;20;125;20;125;20;0;6000;1.900239386
700;700;2.33;175;2.39;700;17.32;-0.75;18200;0.96646006
600;171;2.23;600;23.68;300;8.53;0.75;15600;3.062727244
600;300;4.08;600;23.68;600;28.11;0;14400;1.901829457
240;600;2.23;450;11.13;150;2.23;0.25;16800;5.802134637
240;600;4.08;300;17.37;450;9.47;1;20400;0.9029689
1000;667;4.19;500;14.21;750;43.42;-0.5;34000;2.167525909
900;900;3.34;900;15.63;675;19.18;0.25;19800;1.967306122
1000;333;40;750;43.42;1000;72.63;-0.5;16000;2.141550544
1000;500;4.8;500;8.68;750;37.89;1;40000;1.238057001
800;200;2.67;600;30.32;800;13.89;0.5;14400;1.420649874
450;900;3;225;3.08;900;12.32;0;30600;1.023285165
75;300;5.4;225;5.4;75;5.4;-1;9000;1.729227103
1000;500;11.61;1000;54.21;500;38.16;-0.5;26000;5.585334756
1000;286;5.62;750;18.55;250;19.08;-0.75;16000;2.762472833
400;267;7.2;300;10.74;200;8.63;-0.5;14400;4.144061318
900;600;6.11;225;7.22;450;22.74;0.25;36000;1.780922922
900;257;6.11;225;16.34;675;6.75;0.25;9000;0.409506198
533;800;9.29;600;48;600;9.29;-1;25600;2.815762456
500;500;1.67;125;9.54;375;25.86;0.25;9000;1.144339538
200;300;1.44;225;15.51;300;8.53;0;8400;1.698029405
400;267;7.2;200;13.05;200;7.89;1;4800;1.196952906
700;467;2.6;525;5.25;175;10.13;0.25;11200;3.295642215
800;320;6.86;200;6.86;200;12.32;0.5;3200;0.998669265
900;360;3;675;14.21;225;4.74;0.5;25200;5.398565828
800;800;4.5;400;26.11;600;32.53;0.75;32000;0.968682176
240;600;3.38;600;32.53;150;5.92;0.5;16800;5.938123924
600;200;2.23;150;4.82;150;2.23;1;4800;1.25554841
300;100;1.11;75;2.96;150;12;-0.75;12000;3.525757929
500;500;3.4;375;10.66;125;6.78;0.75;12000;3.834455742
900;900;7.71;225;13.86;450;19.42;0.5;30600;0.981908571
400;100;1.67;200;4.21;100;7.26;-0.75;2400;1.970230603
200;500;1.86;250;13.55;500;12.37;0;7000;0.890574857
500;500;9;125;9;375;9;-0.25;20000;1.191428188
257;900;10.45;675;39.08;450;26.05;-0.75;32400;3.266689875
600;150;3.38;300;10.74;300;21.79;1;20400;1.082374344
600;200;4.08;300;15.16;300;8.53;0;4800;2.53555559
200;400;7.2;100;7.2;200;16;0.25;3200;0.828881229
350;700;2.6;700;40.53;175;12.07;-1;11200;1.816556508
100;300;1.11;75;3.51;225;11.37;-0.5;5400;2.676467828
86;300;1.26;300;21.79;300;3;-1;7200;2.446135929
600;600;2.51;450;6.16;450;27.71;0.75;8400;0.590380934
700;700;2.93;175;5.62;700;9.58;-0.75;25200;0.641325311
400;114;1.67;200;7.89;200;2.74;0.75;8800;1.692172111
900;257;3.34;675;11.72;675;31.62;1;30600;0.980146108
500;200;9;125;9;250;19.08;-0.5;2000;0.906784055
250;1000;5.62;750;43.42;250;5.62;0.75;20000;4.755653481
400;200;4.65;200;4.65;400;15.79;-0.5;3200;0.753841825
133;400;16;100;16;400;24.63;0;10400;2.517614452
100;300;1.26;75;2.13;225;10.54;-0.75;10800;5.392173516
600;900;16.2;225;16.2;675;24.16;1;21600;0.690498996
300;120;12;300;16.26;300;12;-0.5;7200;3.193965557
500;250;2.4;500;25.26;500;6.84;-0.75;12000;3.262373427
500;143;3.4;250;16.32;250;13.55;-0.75;5000;3.12824939
300;150;1.26;300;20.68;150;4.26;0.75;3600;3.805259144
333;500;3.4;125;10;375;17.57;0;17000;1.776193297
233;700;8.13;175;8.13;175;8.13;1;22400;1.028018365
600;600;5.14;450;26.05;300;12.95;0.25;15600;3.142286522
171;600;5.14;150;9.24;150;5.14;0;4800;1.895453837
500;333;1.86;375;12.04;500;34.47;1;8000;0.696426414
900;600;10.45;225;10.45;675;21.67;-0.25;7200;0.420603015
333;500;2.81;250;6.18;375;21.71;-1;4000;1.211617717
500;200;4.29;125;4.47;250;4.29;0;19000;1.25815986
700;175;28;525;28;350;28;0.25;9800;2.304261061
300;200;1.11;75;4.34;225;6.39;0.25;8400;0.775200409
500;500;9;250;19.08;500;17.89;0.75;16000;0.748929949
350;700;28;175;28;525;34.26;0.25;7000;0.891460755
1000;400;8.57;750;46.18;250;19.08;0.25;24000;5.441351508
333;1000;3.33;500;6.84;500;8.68;1;38000;0.98083564
350;700;6;175;7.55;350;18.97;-0.75;21000;2.689663328
900;225;36;900;48.79;675;36;-1;34200;3.26099719
500;143;2.81;125;10;375;20.33;0;15000;1.817541122
700;233;28;700;28;700;28;0;5600;2.004638088
300;600;2.88;150;4.82;450;14.45;-0.75;14400;1.857525928
300;200;1.69;150;8.13;300;5.21;-1;8400;1.799039715
300;86;1.44;75;1.44;75;5.17;-1;3600;2.472801604
1000;286;6.79;1000;21.05;750;10.26;1;22000;1.567426899
700;700;3.94;350;13.82;175;3.94;1;9800;3.199933908
1000;667;3.71;1000;13.68;250;20;-0.75;26000;1.402192087
500;500;1.86;250;9.87;125;1.86;-0.25;17000;7.303816755
600;240;6.97;300;14.05;450;27.71;0.25;19200;1.535386255
533;800;9.29;800;13.89;200;10.11;-0.25;14400;4.959155297
500;333;5.81;375;23.09;250;12.63;0;17000;3.432371469
400;114;2.72;100;8;300;8.53;-0.5;3200;0.621945366
300;75;1.69;300;15.16;225;8.05;0.5;5400;2.282926386
600;600;2;150;5.92;300;19.58;-1;21600;2.756592039
800;267;4.5;200;4.5;600;45.79;1;32000;2.876360862
1000;250;4.19;500;19.74;1000;43.16;1;8000;0.483544434
600;300;2.23;150;5.37;450;24.39;0.25;2400;0.23553765
800;320;3.35;800;43.37;800;43.37;0.5;16000;1.399999237
250;1000;5.62;750;60;250;8.95;-0.5;30000;7.963123043
1000;1000;3.71;1000;17.37;500;17.89;0.75;16000;2.383537732
467;700;2.93;350;22.84;350;6.08;-0.25;25200;3.359761342
120;300;2.57;225;12.2;150;8.68;0;4200;2.716136681
600;900;4.32;675;41.57;450;12.79;0.5;9000;3.070142387
700;280;12.6;525;18.79;700;48.26;0;22400;1.881726294
229;800;4.5;200;15.26;800;43.37;0.75;24000;2.097154272
320;800;3.35;600;10.42;800;49.26;0.75;28800;1.447740339
500;1000;3.33;750;54.47;500;40;-1;36000;2.618910215
600;900;7.71;450;27.71;675;44.05;1;30600;0.956218491
700;467;12.6;175;12.6;700;45.68;1;22400;1.940966175
600;150;2;150;8.13;300;24;0.75;13200;1.4357071
1000;250;3.33;500;12.37;500;32.63;0.75;40000;1.27262171
300;300;1.69;150;1.69;150;8.68;0.25;9600;1.251606887
400;133;7.2;200;7.2;200;7.89;0;4000;1.984946419
700;700;12.6;525;26.53;350;12.6;-1;18200;2.443140865
900;360;6.11;900;35.53;675;46.54;1;16200;1.147309721
900;600;3.77;225;4.74;450;11.13;-1;14400;1.150111399
267;400;1.48;200;3.47;200;10.11;-1;9600;2.335423952
75;300;12;300;12;150;12;-1;3000;1.560954353
900;257;5.06;225;18;450;19.42;0.75;25200;0.934977022
467;700;2.33;350;3.5;700;30.21;0.5;7000;0.386589066
600;400;2;300;5.21;150;9.79;0.5;18000;2.034540205
320;800;3.35;400;21.68;800;10.95;1;30400;0.714576442
257;900;36;225;36;450;36;-0.5;18000;2.02098449
320;800;4.5;600;6;800;61.05;1;17600;1.163599164
350;700;6;700;48.26;175;7.55;-0.25;23800;9.229681173
300;75;1.69;75;1.69;225;16.34;-0.75;11400;4.997743903
500;500;2.09;500;25.26;375;20.33;-0.5;6000;3.471776141
600;200;24;150;24;300;24;0.5;20400;1.305184727
800;267;5.43;600;14.84;200;12.32;0.5;19200;3.640572046
700;350;2.93;525;5.25;525;24.59;0.25;28000;1.472476264
500;333;2.4;125;4.47;250;11.71;-1;2000;0.850090216
257;900;36;900;36;675;36;0.75;21600;1.332057747
320;800;3.84;200;5.68;400;4;1;12800;0.412747501
500;500;1.67;125;9.08;500;27.11;-1;16000;2.581601443
86;300;2.57;300;15.16;150;8.13;0.75;10800;2.295555629
300;200;1.44;225;16.34;300;10.74;0.75;1800;0.89331459
450;900;16.2;900;22.26;900;16.2;0.5;30600;1.445128957
200;400;1.48;300;18.47;100;5.05;0.75;8000;4.569687041
300;100;1.44;150;4.26;150;5.92;0.5;7800;1.397389476
300;75;1.11;75;1.86;150;3.71;0.5;6000;0.782253961
280;700;3.36;350;28;525;20.72;0.25;15400;1.22989065
360;900;7.71;450;14.45;450;16.11;0.75;3600;0.969967615
167;500;20;250;20;125;20;0;6000;2.490048328
600;400;5.14;600;30.32;450;5.14;-0.25;15600;5.4260674
125;500;9;375;21.71;500;23.42;1;15000;0.956560178
600;171;2;300;15.16;300;18.47;1;21600;1.046467185
125;500;9;250;11.71;500;38.16;0.25;11000;2.35615955
400;160;16;300;22.89;200;16;0;12800;2.786456238
667;1000;3.33;750;29.61;750;35.13;0.5;10000;1.182054116
500;333;2.81;250;15.39;250;12.63;0.25;16000;1.744900874
400;1000;40;250;40;750;51.71;1;38000;1.216062775
360;900;16.2;450;27.71;225;16.2;-1;5400;1.388183125
225;900;16.2;675;51.51;675;54;0;28800;1.798137208
667;1000;40;500;40;750;40;-1;12000;2.111768044
286;1000;5.62;500;8.68;1000;65.26;1;28000;1.765657737
600;150;3.38;600;41.37;600;43.58;0.5;15600;1.414856313
1000;250;40;750;60;750;40;1;12000;1.156604637
900;225;3.77;900;38.84;225;15.51;-1;25200;6.181865609
333;1000;3.71;500;25.26;250;13.55;1;38000;2.194814837
400;133;16;400;16;400;16;-0.75;8000;3.118335978
360;900;3;675;49.03;450;21.08;-0.25;36000;3.655733208
300;200;1.69;75;2.68;150;7.58;-1;1200;0.830083923
300;120;1.44;150;10.89;75;2.13;0.5;7200;4.46428688
500;333;2.81;500;12.37;500;32.63;-1;8000;2.418075701
400;100;4.65;300;6.32;100;5.42;-0.25;13600;6.63901166
240;600;3.38;150;7.58;600;25.89;0;6000;1.013477958
600;300;10.8;450;10.8;150;12;-0.25;13200;5.553132596
300;150;2.04;150;5.92;75;3.24;-0.75;10800;4.503775311
667;1000;5.62;250;15.39;500;36.32;-0.5;6000;0.803003456
1000;250;6.79;250;11.71;750;15.79;0.5;16000;0.51577472
900;600;5.06;675;41.57;225;11.37;-0.25;36000;8.535793964
100;400;16;300;16;200;16;1;3200;1.341629653
533;800;4.5;400;29.05;400;27.58;0.5;22400;1.373744998
100;300;1;75;5.72;300;20.68;0.5;12000;3.312975162
400;100;2.72;400;32;300;4.11;0.25;9600;4.163944926
200;700;12.6;700;43.11;700;40.53;0.5;5600;1.226780677
286;1000;8.57;250;8.57;500;34.47;1;6000;0.444079266
320;800;3.84;400;4;600;19.26;-1;25600;2.528733477
800;533;2.97;400;18.74;200;10.84;-1;22400;2.509320109
500;500;1.67;375;21.71;375;10.66;-0.5;7000;3.212593629
280;700;8.13;350;20.26;175;8.13;-0.75;16800;3.521763954
1000;500;6.79;1000;35.79;750;10.26;0.25;38000;3.509503433
400;267;1.92;400;14.32;400;26.11;0.25;10400;1.429972222
240;600;6.97;450;29.37;150;11.45;0.5;24000;3.828049316
800;267;4.5;200;13.05;600;39.16;0.75;22400;1.755865981
700;700;2.33;700;12.16;350;13.82;0.25;16800;3.015962023
300;300;3.48;150;5.92;150;4.26;-1;8400;2.937043429
320;800;6.86;400;26.11;800;8;-1;12800;1.990093631
267;800;5.43;600;45.79;400;20.21;0.75;30400;2.073542561
1000;500;5.62;250;13.55;250;5.62;-1;24000;2.790765088
320;800;5.43;800;37.47;200;5.43;-0.5;22400;7.198892179
225;900;3.77;225;12.2;675;44.05;0.75;5400;0.516171893
400;400;4.65;100;4.65;400;4.65;1;15200;0.350487752
450;900;4.32;675;49.03;450;11.13;0.75;34200;2.762864383
200;400;4.65;100;4.68;300;10.74;0.5;7200;0.844450093
150;300;5.4;300;17.37;150;5.4;-0.75;3000;2.011799917
700;700;8.13;525;20.72;350;28;0.75;16800;1.495651599
360;900;7.71;225;16.34;225;7.71;0.5;23400;1.661086139
143;500;2.4;500;21.58;500;40;0;19000;1.855537111
900;225;4.32;675;29.13;225;16.34;-0.25;25200;7.797426708
100;400;1.92;100;2.47;100;3.21;-1;5600;2.256877337
350;700;6;700;45.68;700;9.58;1;7000;1.571095655
900;600;7.71;675;9.24;225;11.37;0;27000;4.672962783
225;900;4.32;675;39.08;675;34.11;0.5;30600;1.391290377
86;300;12;150;12;225;17.17;-0.25;8400;2.090167682
500;250;20;375;20;375;20;0.75;6000;1.155890611
167;500;2.09;375;17.57;500;14.21;-0.75;11000;2.381138948
900;360;16.2;900;32.21;900;32.21;1;12600;0.993962861
900;450;3.77;450;19.42;900;52.11;-1;30600;2.637277785
229;800;6.86;600;41.37;400;15.79;0.75;22400;2.275587756
700;200;28;700;28;350;28;-1;4200;1.651060521
1000;500;8.57;1000;43.16;250;17.24;1;24000;3.953853929
133;400;1.92;200;7.89;300;11.84;-0.75;6400;1.860495117
700;467;8.13;525;36.2;175;8.13;-0.5;25200;9.965191114
100;300;1.11;225;8.05;225;11.37;-0.75;7800;2.426646649
125;500;9;250;17.24;500;21.58;-0.25;6000;1.620902215
500;167;9;125;9;250;14.47;1;16000;1.065494888
450;900;3;450;14.45;450;36;-0.75;10800;2.012492035
500;125;4.29;375;27.24;375;21.71;-0.75;11000;3.35927783
400;160;4.65;200;16;100;5.79;0.25;10400;4.173299112
600;400;5.14;450;32.68;150;12;0;20400;6.312188597
300;600;10.8;600;28.11;450;10.8;0.5;21600;2.336633586
229;800;4.5;200;7.89;400;27.58;-0.75;11200;2.616864243
700;350;3.36;525;12.99;175;13.36;-0.5;4200;1.932729648
600;600;4.08;150;5.92;450;17.76;1;3600;0.137822803
600;150;2.23;450;6.16;450;21.08;0;8400;1.34451759
400;800;2.97;400;27.58;800;37.47;0.75;20800;0.918797157
1000;333;6.79;250;16.32;250;6.79;0.25;8000;2.246346905
1000;286;4.19;250;14.47;500;38.16;0.25;36000;2.047051884
250;1000;3.33;500;21.58;1000;76.32;1;38000;1.743051994
250;1000;18;750;37.89;500;23.42;0.5;32000;2.010266478
286;1000;40;250;40;500;40;-0.5;32000;2.191765638
75;300;1.26;225;5.57;75;1.86;0.75;6600;3.678585141
300;200;1.44;300;10.74;75;5.17;-1;11400;2.849324235
300;120;1.44;150;3.71;75;1.44;1;5400;2.824459622
250;1000;8.57;250;8.57;500;36.32;0;12000;1.848520021
86;300;1.44;225;6.39;75;1.44;-1;9000;2.089763066
225;900;16.2;225;16.2;225;16.2;0.5;23400;1.280680597
300;200;1.69;225;13.86;150;9.79;-0.5;6600;4.25583316
700;175;2.93;175;4.97;350;17.68;0.25;9800;1.017671066
800;320;3.35;800;49.26;200;14.53;-0.5;27200;11.98372492
120;300;1.11;150;9.79;300;17.37;0.75;7800;1.155745232
150;300;1;75;5.17;75;2.68;0;11400;2.253614594
500;167;20;125;20;500;27.11;0.25;17000;1.719887804
800;800;9.29;200;9.29;400;27.58;-0.25;27200;2.168126738
200;400;4.65;100;4.65;300;12.95;0.5;8000;1.172707503
150;600;4.08;300;22.89;600;32.53;0.25;16800;1.670376358
400;100;2.72;300;21.79;300;7.42;0.75;14400;1.730671631
900;257;4.32;675;54;225;7.22;0;34200;8.400757799
1000;1000;4.19;500;30.79;1000;50.53;0.5;6000;0.379900677
800;200;5.43;400;15.79;400;11.37;0.5;14400;1.649807533
400;800;2.67;400;27.58;600;6;1;19200;1.032417561
533;800;14.4;600;14.4;600;45.79;0;20800;1.648081694
200;700;4.75;525;5.25;350;21.55;0.75;8400;0.800013472
114;400;3.43;400;15.79;100;6.89;0.5;8800;4.045105783
333;1000;40;500;40;250;40;-0.5;38000;2.7594832
800;800;9.29;200;9.29;200;9.29;-0.25;8000;2.219726809
360;900;3.77;450;17.76;900;35.53;1;7200;0.373322597
667;1000;11.61;250;17.24;250;13.55;-0.75;22000;2.821655735
160;400;16;200;16;100;16;0.5;12000;1.704111633
500;333;2.81;125;2.81;125;7.7;1;14000;0.981948835
700;175;4.75;175;4.75;525;16.86;-0.75;14000;1.31365713
100;300;2.04;150;2.05;225;9.71;-0.75;9600;3.100008549
143;500;9;250;9.87;250;16.32;0.25;11000;1.436368001
1000;500;5.62;500;16.05;500;5.62;0;12000;2.766064329
800;800;14.4;800;52.21;200;14.4;-0.5;4800;1.568522409
143;500;1.67;250;6.18;250;4.34;1;16000;1.189344072
160;400;1.67;200;2;100;2.11;-0.75;4000;2.237328724
200;600;24;450;31.03;450;34.34;-0.25;14400;2.008835402
400;400;1.48;300;4.11;400;30.53;-0.25;12000;1.966725762
300;300;1.11;225;6.39;225;18;0.75;12000;1.161477808
160;400;1.67;100;2.84;200;10.11;0.75;1600;0.245138213
267;400;7.2;100;7.2;400;21.68;-0.25;16000;3.605787134
400;160;7.2;100;7.26;200;7.2;-1;8800;1.980336308
150;600;2.51;450;32.68;300;15.16;0.25;15600;2.648837274
400;800;9.29;800;13.89;400;17.26;0.5;8000;2.103132417
900;360;7.71;675;34.11;675;41.57;-1;23400;2.753028366
175;700;6;175;6;525;36.2;1;16800;2.0279953
286;1000;18;250;18;750;18;-0.25;20000;1.320921619
400;400;2.25;200;5.68;100;5.05;-0.25;15200;4.483988434
533;800;2.67;600;23.68;600;34.74;1;6400;0.815946802
114;400;7.2;100;7.2;300;7.2;1;16000;0.895170659
500;143;5.81;250;11.71;250;10.79;1;17000;1.115958318
250;1000;5.62;750;26.84;1000;24.74;0;36000;1.66670205
900;360;16.2;225;18;900;45.47;0.75;16200;1.135085009
800;800;6.86;600;10.42;400;17.26;0.75;9600;1.433301831
500;125;20;250;20;375;20;-1;12000;2.380529612
500;1000;6.79;1000;28.42;500;32.63;0;10000;2.757227418
900;900;7.71;225;16.34;675;31.62;-0.5;9000;0.611733676
160;400;1.48;400;15.79;100;2.47;-0.5;9600;5.262685068
250;500;1.86;500;28.95;375;17.57;0.75;18000;1.708421442
800;229;4.5;400;12.84;400;15.79;-0.5;30400;2.871949809
500;1000;5.62;500;36.32;250;18.16;1;38000;2.190750538
100;400;7.2;200;7.2;300;19.58;0.5;4000;0.964567557
257;900;36;675;36;675;44.05;0;14400;1.638966543
900;225;36;675;36.59;675;36;1;18000;1.071529643
300;100;1.11;225;5.57;75;5.45;0.75;10800;2.579647979
700;200;8.13;175;8.13;350;12.53;-0.25;7000;1.045444418
500;250;4.29;125;7.24;500;32.63;-0.25;5000;1.083618355
300;300;1.26;150;4.26;300;12.95;1;12000;0.987237736
400;267;1.92;100;2.84;100;1.92;0.75;6400;1.376944179
100;300;2.57;75;2.57;300;12.95;-0.25;12000;5.533049502
1000;250;3.33;1000;32.11;1000;57.89;0.5;32000;1.354659142
143;500;1.86;250;11.71;125;1.86;-0.75;20000;5.397117987
400;200;4.65;300;4.65;100;6.16;0.5;10400;3.011786451
300;150;2.04;150;3.71;225;8.05;0;3600;0.9069142
700;200;12.6;175;12.6;175;12.6;1;18200;1.035291577
233;700;8.13;350;17.68;350;13.82;-0.5;2800;1.950146185
150;600;2.88;300;12.95;150;5.37;0.75;4800;2.830845899
600;600;4.08;150;6.47;300;4.08;0.75;22800;0.721949264
800;800;6.86;400;26.11;600;21.47;0.25;28800;1.20004452
1000;1000;3.71;750;48.95;500;38.16;-0.75;10000;2.771509668
800;800;3.35;600;32.53;600;30.32;-0.5;24000;2.644259922
700;280;2.33;350;15.11;175;2.33;-0.75;16800;4.478638883
900;450;7.71;675;7.71;675;46.54;0.25;32400;1.62433633
533;800;4.5;600;45.79;400;17.26;-0.75;27200;4.15505872
600;600;2.51;450;22.74;300;9.63;0;21600;3.908013078
300;200;2.57;300;11.84;150;7.03;0.5;4200;3.334210646
120;300;1.69;225;16.34;300;18.47;-0.75;7800;2.451908567
1000;286;6.79;250;18.16;250;15.39;0.5;34000;1.47734932
600;150;2.88;150;8.13;450;6.16;0.5;8400;0.422536415
700;350;3.94;175;8.84;700;40.53;-0.75;12600;2.004727867
500;167;2.4;500;30.79;500;8.68;-1;17000;2.977224845
400;100;7.2;400;9.89;100;7.2;-0.75;11200;6.464786991
200;500;20;250;20;125;20;-0.75;18000;3.046312353
200;300;2.04;75;3.51;300;5.21;-0.25;6600;0.573530774
286;1000;5.62;500;27.11;750;43.42;0.25;12000;1.088829534
1000;1000;11.61;250;15.39;1000;21.05;1;2000;0.068341309
300;600;24;300;24;300;24;0;16800;1.744781172
700;175;12.6;350;22.84;700;19.89;-0.75;9800;1.504068617
1000;286;3.71;1000;21.05;750;35.13;0.5;12000;1.348253557
700;700;4.75;175;6.91;700;25.05;-0.25;21000;1.520094456
1000;400;3.71;250;17.24;1000;24.74;1;38000;0.813582116
467;700;12.6;525;26.53;350;20.26;-0.5;16800;3.515650329
1000;286;3.71;250;8.95;500;36.32;1;26000;1.47793842
500;333;4.29;125;8.16;500;17.89;0.5;10000;0.758984898
1000;400;4.8;750;48.95;500;38.16;-0.25;38000;3.374828519
800;229;14.4;600;39.16;200;14.4;-0.25;16000;8.779500935
200;300;1.11;150;8.68;75;3.24;1;10800;2.696248503
467;700;3.94;175;4.97;350;16.39;1;5600;0.287960206
400;400;1.33;400;30.53;300;15.16;-1;5600;2.038100886
1000;1000;11.61;750;48.95;1000;80;-0.5;14000;1.730285654
267;800;9.29;800;49.26;800;31.58;0.75;9600;1.317614646
267;800;2.97;600;45.79;600;39.16;-0.5;14400;2.382646598
400;400;1.92;400;11.37;300;9.63;0.5;8800;1.97406852
800;229;14.4;800;43.37;800;49.26;0.25;27200;1.645117698
800;267;32;200;32;200;32;0.75;14400;1.129839556
900;600;6.11;225;6.11;450;6.16;1;32400;0.629027802
600;600;10.8;150;10.8;150;10.8;-1;21600;2.718642842
1000;500;6.79;500;28.95;250;15.39;0.75;34000;2.574993233
200;400;16;400;27.58;200;16;-0.25;14400;3.697706662
900;900;7.71;225;10.54;675;44.05;1;23400;1.313558433
360;900;5.06;225;16.34;900;25.58;0.75;10800;0.369094242
900;900;7.71;675;39.08;225;15.51;0.25;5400;6.073324789
900;900;10.45;225;10.45;675;11.72;-0.75;5400;0.491093578
250;500;2.4;125;2.4;125;7.24;-0.25;9000;1.576944416
700;200;2.33;525;9.12;700;35.37;0.75;19600;1.172243275
800;533;4.5;400;11.37;400;4.5;0.25;8000;2.14866118
200;600;2;300;17.37;300;8.53;-0.25;3600;2.194379865
600;900;6.11;900;62.05;675;54;0.25;23400;1.991746485
400;160;2.25;400;26.11;300;9.63;-0.25;8000;4.924295842
320;800;14.4;400;14.4;800;34.53;0;8000;0.92769481
900;600;6.11;450;19.42;675;19.18;0.5;21600;0.881293688
533;800;9.29;600;9.29;400;23.16;-0.75;8000;2.394656901
1000;286;8.57;250;10.79;250;11.71;0.5;24000;1.437297148
300;120;1;150;2.05;225;2.25;-0.25;6600;1.368422742
400;600;3.38;600;45.79;300;20.68;-0.75;10800;2.940784757
400;160;1.92;100;6.53;300;19.58;-0.5;14400;2.974985399
700;350;12.6;175;14;350;12.6;-0.25;7000;1.114447332
300;900;7.71;675;51.51;900;45.47;-0.25;9000;1.615145083
800;800;9.29;600;39.16;400;9.29;0.5;30400;3.249506123
500;1000;5.62;750;60;1000;13.68;0.5;34000;1.651326381
250;500;1.86;125;5.39;375;23.09;1;13000;1.565767836
333;1000;18;500;28.95;750;35.13;0.5;32000;1.218688252
1000;333;18;1000;32.11;500;21.58;0.25;14000;3.585526377
600;150;3.38;450;19.42;150;6.47;-0.25;10800;10.79430553
900;300;6.11;450;6.11;225;14.68;-0.75;10800;2.498123437
800;800;4.5;800;55.16;400;27.58;0.75;30400;2.654990705
300;300;12;75;12;75;12;0.5;9000;1.309319574
175;700;2.6;525;22.66;525;14.92;-0.5;15400;2.461664664
400;200;1.33;200;2;200;8.63;-0.25;9600;1.556266816
500;250;2.09;375;21.71;125;2.63;1;19000;4.561115847
900;300;3.77;450;16.11;900;55.42;1;36000;1.589108469
800;267;14.4;400;14.4;600;39.16;0.5;24000;1.488792691
400;800;32;200;32;800;34.53;1;4800;0.256388124
700;350;6;525;20.72;175;11.42;0;7000;6.905359997
600;200;2;150;6.47;450;24.39;-0.5;12000;1.796948445
400;1000;8.57;250;15.39;750;40.66;0.25;2000;0.178715759
1000;333;4.19;1000;72.63;250;11.71;0.75;8000;5.578597503
200;400;4.65;300;8.53;300;5.21;-0.75;8000;2.862534233
200;600;3.38;150;12;150;8.68;-0.25;21600;2.224726004
900;900;10.45;450;27.71;675;31.62;-1;7200;1.894693302
350;700;4.75;175;4.75;700;30.21;-0.25;16800;3.192329265
